id,Q2,Q6,Q8,Q10,Q12,Q14,Q19,Q17,Q21,Q26,Q24,Q28,Q30,Q32,Q34,age,organization_var,frame_var,weight
1307,Male,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,2,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,47,1,1,5.49E-05
1308,Female,University degree,Very proud,Urban,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,30,2,3,0.118696041
1309,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,5,5,"Yes, I will tell them not to buy pangolin products.",5,5,Slightly important,Slightly important,"Yes, I have used traditional Chinese medicine.",Everyday,31,2,3,5.49E-05
1310,Male,University degree,Very proud,Urban,Urban,Neither,7,7,"Yes, I will tell them not to buy pangolin products.",7,6,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,32,2,2,5.49E-05
1311,Male,Post-graduate degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,48,1,2,5.49E-05
1312,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,28,1,3,0.118696041
1313,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,37,1,1,0.118696041
1314,Female,University degree,Very proud,Urban,Rural,Southern Vietnam,7,4,"Yes, I will tell them not to buy pangolin products.",3,4,Very important,Important,"Yes, I have used traditional Chinese medicine.",Everyday,27,1,3,0.118696041
1315,Male,High school degree,Very proud,Urban,Rural,Northern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",3,6,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,27,2,1,0.779549616
1316,Male,High school degree,Very proud,Rural,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,37,1,1,10.00008081
1317,Male,Less than high school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,4,Slightly important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,18,2,3,0.779549616
1318,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,31,2,1,0.118696041
1319,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,2,2,5.49E-05
1320,Female,Post-graduate degree,Very proud,Urban,Urban,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",3,5,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a month,51,2,3,0.118696041
1321,Female,University degree,Somewhat proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,7,Important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a month,44,1,2,0.118696041
1322,Male,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,2,2,"Yes, I will tell them not to buy pangolin products.",3,2,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,47,1,2,5.49E-05
1323,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,1,"Yes, I will tell them not to buy pangolin products.",2,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,51,1,3,0.118696041
1324,Male,University degree,Very proud,Rural,Rural,Northern Vietnam,6,2,"Yes, I will tell them not to buy pangolin products.",3,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,31,2,2,0.00169562
1325,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,28,2,2,0.118696041
1326,Male,Post-graduate degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,6,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a week,31,1,1,5.49E-05
1327,Male,University degree,Not very proud,Urban,Urban,Neither,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Slightly important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,43,1,2,5.49E-05
1328,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,1,1,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,37,1,3,0.118696041
1329,Male,High school degree,Very proud,Rural,Rural,Both equally,1,1,"Yes, I will tell them not to buy pangolin products.",2,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,40,2,1,10.00008081
1330,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,5,5,"Yes, I will tell them not to buy pangolin products.",4,5,Important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,28,2,3,5.49E-05
1331,Male,High school degree,Very proud,Urban,Rural,Southern Vietnam,6,6,"No, I will let them decide what to do.",2,2,Slightly important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,39,1,1,0.779549616
1332,Male,University degree,Very proud,Rural,Rural,Southern Vietnam,6,3,"No, I will let them decide what to do.",2,6,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,28,2,1,0.00169562
1333,Female,Post-graduate degree,Very proud,Urban,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,31,1,2,0.118696041
1334,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,36,1,1,0.118696041
1335,Male,University degree,Very proud,Urban,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,54,2,3,5.49E-05
1336,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,4,4,"Yes, I will tell them not to buy pangolin products.",4,4,Important,Important,"Yes, I have used traditional Chinese medicine.",Everyday,50,2,2,0.118696041
1337,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,28,2,1,0.118696041
1338,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,60,1,3,0.118696041
1339,Male,Post-graduate degree,Somewhat proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,4,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,53,2,3,5.49E-05
1340,Male,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,2,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,47,1,1,5.49E-05
1341,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,39,2,2,5.49E-05
1342,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,4,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,21,1,3,5.49E-05
1343,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,6,1,"Yes, I will tell them not to buy pangolin products.",2,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,19,1,1,5.49E-05
1344,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,24,2,2,0.118696041
1345,Female,University degree,Somewhat proud,Urban,Both,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",4,6,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,31,1,2,0.118696041
1346,Male,University degree,Very proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",2,5,Slightly important,Important,"No, I have not used traditional Chinese medicine.",Not at all,38,2,1,5.49E-05
1347,Male,University degree,Very proud,Urban,Rural,Southern Vietnam,5,5,"Yes, I will tell them not to buy pangolin products.",5,5,Slightly important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,25,1,2,5.49E-05
1348,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,29,1,3,0.118696041
1349,Male,Post-graduate degree,Very proud,Urban,Urban,Both equally,7,6,"Yes, I will tell them not to buy pangolin products.",6,6,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,28,2,3,5.49E-05
1350,Male,University degree,Very proud,Rural,Rural,Southern Vietnam,6,3,"Yes, I will tell them not to buy pangolin products.",2,4,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,21,2,2,0.00169562
1351,Male,High school degree,Very proud,Urban,Both,Southern Vietnam,7,1,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,26,1,2,0.779549616
1352,Female,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,41,2,3,0.118696041
1353,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",6,5,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,26,1,1,0.118696041
1354,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,36,1,3,5.49E-05
1355,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,42,1,3,5.49E-05
1356,Female,University degree,Very proud,Urban,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,30,2,3,0.118696041
1357,Male,University degree,Not very proud,Rural,Rural,Northern Vietnam,2,3,"No, I will let them decide what to do.",1,3,Very important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,20,1,2,0.00169562
1358,Male,University degree,Very proud,Rural,Rural,Southern Vietnam,6,5,"Yes, I will tell them not to buy pangolin products.",3,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,24,2,1,0.00169562
1359,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,6,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a week,31,2,1,0.118696041
1360,Male,University degree,Very proud,Urban,Rural,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",4,6,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a month,28,1,1,5.49E-05
1361,Male,University degree,Very proud,Urban,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,4,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,21,2,2,5.49E-05
1362,Male,High school degree,Very proud,Rural,Rural,Northern Vietnam,1,1,"Yes, I will tell them not to buy pangolin products.",3,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,18,1,1,10.00008081
1363,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,35,1,3,0.118696041
1364,Female,University degree,Very proud,Urban,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,33,2,3,0.118696041
1365,Male,University degree,Very proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,28,1,2,5.49E-05
1366,Male,University degree,Very proud,Urban,Rural,Southern Vietnam,7,1,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,21,2,2,5.49E-05
1367,Male,High school degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,4,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,34,2,1,0.779549616
1368,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,31,2,1,0.118696041
1369,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"No, I will let them decide what to do.",6,3,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,21,1,1,5.49E-05
1370,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,7,Slightly important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a month,21,2,3,0.118696041
1371,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",4,2,Slightly important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,58,1,2,0.118696041
1372,Male,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",4,5,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,21,1,3,5.49E-05
1373,Male,University degree,Very proud,Urban,Urban,Both equally,7,6,"Yes, I will tell them not to buy pangolin products.",6,6,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,28,2,2,5.49E-05
1374,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,32,2,3,0.118696041
1375,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,36,1,3,5.49E-05
1376,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,2,2,5.49E-05
1377,Female,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,40,1,2,0.118696041
1378,Female,University degree,Very proud,Urban,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,31,2,1,0.118696041
1379,Male,University degree,Very proud,Rural,Rural,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,28,1,1,0.00169562
1380,Female,University degree,Very proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",2,6,Very important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,22,2,3,0.118696041
1381,Female,University degree,Very proud,Rural,Rural,Both equally,5,2,"No, I will let them decide what to do.",3,6,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,30,1,1,3.663160372
1382,Male,University degree,Very proud,Urban,Both,Both equally,6,7,"Yes, I will tell them not to buy pangolin products.",1,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,31,2,1,5.49E-05
1383,Male,Less than high school degree,Very proud,Urban,Both,Southern Vietnam,1,6,"Yes, I will tell them not to buy pangolin products.",2,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,37,2,2,0.779549616
1384,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,26,1,2,0.118696041
1385,Female,University degree,Very proud,Urban,Rural,Southern Vietnam,5,6,"Yes, I will tell them not to buy pangolin products.",3,7,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,49,1,3,0.118696041
1386,Female,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,37,1,3,0.118696041
1387,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,41,2,1,0.118696041
1388,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,41,1,2,5.49E-05
1389,Male,University degree,Somewhat proud,Urban,Urban,Northern Vietnam,1,1,"No, I will let them decide what to do.",1,1,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,25,2,3,5.49E-05
1390,Male,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,40,2,2,5.49E-05
1391,Male,Post-graduate degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,39,2,1,5.49E-05
1392,Male,High school degree,Very proud,Rural,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",A few times a year,31,2,3,10.00008081
1393,Male,Post-graduate degree,Very proud,Urban,Rural,Northern Vietnam,7,1,"Yes, I will tell them not to buy pangolin products.",5,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,37,1,2,5.49E-05
1394,Male,University degree,Somewhat proud,Urban,Both,Northern Vietnam,4,5,"Yes, I will tell them not to buy pangolin products.",1,2,Important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,37,1,1,5.49E-05
1395,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",5,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,21,1,3,5.49E-05
1396,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,2,1,5.49E-05
1397,Female,University degree,Very proud,Urban,Both,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,43,2,2,0.118696041
1398,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",5,6,Very important,Important,"Yes, I have used traditional Chinese medicine.",Everyday,41,1,3,5.49E-05
1399,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,4,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,38,1,2,5.49E-05
1400,Male,University degree,Very proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,2,3,5.49E-05
1401,Female,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,6,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,27,2,2,10.00008081
1402,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,48,1,1,0.118696041
1403,Female,University degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,27,1,1,0.118696041
1404,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,51,2,1,5.49E-05
1405,Female,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a week,35,2,3,0.118696041
1406,Male,High school degree,Very proud,Rural,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,37,1,3,10.00008081
1407,Female,Post-graduate degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,35,1,3,0.118696041
1408,Male,High school degree,Very proud,Rural,Rural,Northern Vietnam,7,5,"No, I will let them decide what to do.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,20,2,2,10.00008081
1409,Male,University degree,Very proud,Urban,Both,Northern Vietnam,6,5,"Yes, I will tell them not to buy pangolin products.",5,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,32,1,2,5.49E-05
1410,Male,University degree,Very proud,Rural,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,44,1,2,0.00169562
1411,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",4,5,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a month,38,2,2,0.118696041
1412,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Slightly important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,19,1,1,5.49E-05
1413,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,36,2,1,0.118696041
1414,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,26,2,1,0.118696041
1415,Female,Post-graduate degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,39,1,3,0.118696041
1416,Male,University degree,Very proud,Urban,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,4,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,24,2,2,5.49E-05
1417,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",7,6,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,26,1,2,5.49E-05
1418,Female,University degree,Very proud,Urban,Rural,Northern Vietnam,2,2,"No, I will let them decide what to do.",2,2,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,41,2,3,0.118696041
1419,Male,University degree,Very proud,Urban,Rural,Southern Vietnam,4,3,"Yes, I will tell them not to buy pangolin products.",4,4,Slightly important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,21,1,2,5.49E-05
1420,Male,High school degree,Not very proud,Rural,Rural,Northern Vietnam,1,1,"Yes, I will tell them not to buy pangolin products.",6,1,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,37,1,1,10.00008081
1421,Male,University degree,Very proud,Rural,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a month,32,2,3,0.00169562
1422,Female,University degree,Very proud,Rural,Rural,Both equally,6,6,"Yes, I will tell them not to buy pangolin products.",2,5,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,24,2,2,3.663160372
1423,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,5,7,"No, I will let them decide what to do.",3,5,Important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,25,2,3,0.118696041
1424,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,21,2,1,5.49E-05
1425,Female,University degree,Very proud,Urban,Both,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,35,1,1,0.118696041
1426,Female,University degree,Somewhat proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,34,1,3,0.118696041
1427,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,32,2,3,0.118696041
1428,Male,Post-graduate degree,Very proud,Urban,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,31,1,3,5.49E-05
1429,Female,University degree,Very proud,Urban,Both,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,28,1,1,0.118696041
1430,Male,High school degree,Very proud,Rural,Rural,Northern Vietnam,1,1,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,18,2,1,10.00008081
1431,Female,University degree,Very proud,Rural,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,6,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,32,2,2,3.663160372
1432,Female,University degree,Somewhat proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,34,1,2,0.118696041
1433,Female,Post-graduate degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,3,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,50,1,1,0.118696041
1434,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,7,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,27,2,1,0.118696041
1435,Male,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",5,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,38,1,3,5.49E-05
1436,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,26,2,3,0.118696041
